date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-04-06,135.54,124.12,120.0,115.33,114.85,124.91,142.51,161.63,159.52,129.93,126.01,117.02,109.36,108.44,106.89,108.13,109.87,121.17,140.0,150.23,144.24,152.0,139.8,123.3
2023-04-07,129.6,124.5,114.95,108.6,109.2,117.68,110.07,118.0,159.99,150.0,149.17,131.97,119.9,110.6,107.2,104.42,110.4,116.0,127.78,145.88,159.48,146.81,136.32,126.07
2023-04-08,119.9,111.51,112.65,110.75,110.78,112.16,112.56,129.35,130.75,125.59,108.07,104.27,88.6,77.0,70.1,83.39,95.98,104.47,117.47,135.01,139.97,137.31,134.9,126.98
2023-04-09,127.99,117.86,119.83,117.99,118.24,117.86,120.0,118.9,122.98,112.21,100.0,87.0,81.96,60.01,55.0,56.0,74.0,86.35,115.2,129.97,133.46,126.39,115.0,106.94
2023-04-10,98.21,81.85,78.14,71.9,70.0,72.96,80.0,77.65,69.49,54.9,24.58,0.2,-1.01,-7.84,-7.33,-3.1,-0.02,20.22,51.28,80.0,81.6,74.9,68.64,45.0
2023-04-11,13.08,1.16,0.76,1.09,6.1,34.51,94.18,115.98,123.26,93.8,54.25,9.03,-16.0,-18.0,-30.0,-4.6,6.61,82.2,130.8,162.46,165.38,141.39,130.8,111.0
2023-04-12,95.3,77.2,59.06,46.32,45.5,80.29,106.45,123.35,136.41,131.99,120.0,111.56,100.6,97.36,97.62,97.07,100.34,109.3,106.62,111.53,125.0,112.11,109.3,97.95
2023-04-13,97.23,85.09,79.49,72.86,71.12,82.5,102.06,115.04,122.15,105.39,83.4,34.9,-4.5,-50.0,-50.07,-50.0,-0.9,108.1,128.1,151.0,155.2,152.0,134.04,120.1
2023-04-14,118.09,112.8,116.54,112.8,113.14,127.4,144.74,171.74,176.16,149.94,107.7,109.5,104.7,101.12,102.6,94.4,105.16,113.4,138.16,151.69,152.42,151.0,134.73,120.29
2023-04-15,123.9,112.0,114.38,108.0,105.14,103.55,105.56,104.85,106.21,101.1,94.92,93.94,77.64,15.0,0.92,61.0,72.29,98.81,112.66,132.79,134.51,127.8,127.71,119.3
2023-04-16,111.55,103.49,102.68,101.09,102.63,103.5,103.5,103.37,110.43,114.68,111.04,107.83,104.05,98.16,94.74,94.27,96.06,101.0,115.21,132.88,140.0,135.0,129.97,125.35
2023-04-17,114.75,111.14,108.96,110.1,110.0,114.91,140.78,178.38,199.29,162.62,135.61,117.6,105.13,100.92,96.99,92.75,96.76,100.99,122.33,143.61,142.78,134.25,122.82,109.16
2023-04-18,105.31,102.07,101.1,101.29,100.55,101.27,127.0,140.27,154.88,133.99,106.21,99.59,90.08,84.0,78.79,77.95,79.5,94.41,108.21,130.46,139.9,134.28,105.8,96.9
2023-04-19,102.2,97.54,99.92,98.95,101.33,105.87,130.0,138.94,137.0,104.1,70.0,-3.9,-94.79,-194.2,-195.41,-150.0,-30.0,66.56,90.97,120.11,128.38,122.82,109.9,101.66
2023-04-20,100.19,94.35,96.76,94.98,97.18,102.78,127.97,144.48,144.7,130.04,102.2,96.94,94.23,89.61,88.71,86.68,92.09,103.76,128.99,142.46,147.06,139.24,125.0,115.86
2023-04-21,104.9,94.92,99.08,98.0,92.6,98.37,111.21,132.61,134.7,106.25,103.16,86.39,55.17,44.9,50.0,60.0,77.23,98.0,123.0,140.61,143.95,142.67,120.1,110.5
2023-04-22,102.5,95.48,96.34,93.43,91.38,96.09,99.82,108.94,116.64,86.0,74.67,45.06,26.2,16.0,69.93,89.0,90.59,95.0,112.97,131.95,130.5,127.0,121.04,102.5
2023-04-23,110.87,97.66,94.99,89.4,86.64,88.77,89.9,93.82,93.46,90.38,79.28,48.16,35.48,10.01,4.88,34.71,64.14,100.26,123.81,140.9,140.36,125.02,116.95,109.65
