date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-01-01,0.17139,0.17354,0.17348,0.16999999999999998,0.1704,0.17095,0.1714,0.175,0.175,0.175,0.17598999999999998,0.17557999999999999,0.17504,0.175,0.17584999999999998,0.19852999999999998,0.21153999999999998,0.22103,0.2749,0.22995,0.237,0.22793,0.22096,0.21
2023-01-02,0.2849,0.26990000000000003,0.22793,0.21916,0.22508,0.25209,0.28008,0.31564,0.33743999999999996,0.355,0.32061,0.31835,0.31938,0.31876,0.3232,0.33033999999999997,0.33899999999999997,0.36068,0.34974,0.3449,0.32799999999999996,0.31667,0.30991,0.29922
2023-01-03,0.30501,0.295,0.29376,0.29,0.28863,0.29127,0.31392,0.33492,0.34417,0.34618,0.34357,0.34448999999999996,0.3395,0.33591,0.33806,0.34179,0.34157,0.34582,0.34395,0.33599,0.32462,0.30562999999999996,0.28942,0.26748
2023-01-04,0.25506999999999996,0.24344,0.21292,0.175,0.175,0.18133,0.2299,0.26032,0.32499999999999996,0.32099999999999995,0.30618999999999996,0.30552999999999997,0.30287,0.29408,0.29155,0.30299,0.30625,0.3252,0.3125,0.30449000000000004,0.2974,0.30438999999999994,0.28396,0.28099999999999997
2023-01-05,0.18039999999999998,0.17862999999999998,0.17989999999999998,0.175,0.18186999999999998,0.19132,0.2428,0.2949,0.354,0.34604,0.34447,0.32899999999999996,0.32099999999999995,0.3201,0.32603,0.33448,0.34773,0.3971,0.36966999999999994,0.35297999999999996,0.33899,0.32699999999999996,0.31964,0.302
2023-01-06,0.28220999999999996,0.2761,0.27173,0.25642,0.24945,0.25332,0.27188999999999997,0.28202,0.29794,0.3414,0.3574,0.33866999999999997,0.3152,0.31,0.33299999999999996,0.3454,0.3151,0.33093,0.3385,0.32174,0.31438999999999995,0.30684,0.30494,0.29630999999999996
2023-01-07,0.27227999999999997,0.27315999999999996,0.26996,0.25886,0.25166,0.24488,0.25149,0.26753,0.28493999999999997,0.28786999999999996,0.27569,0.26332,0.2629,0.24929,0.265,0.2619,0.26931,0.27332,0.27596,0.271,0.2641,0.23797999999999997,0.22619999999999998,0.21378999999999998
2023-01-08,0.18655,0.18406999999999998,0.18409999999999999,0.17845999999999998,0.17779999999999999,0.18008,0.18402,0.19146999999999997,0.22522999999999999,0.25801999999999997,0.26888,0.27887,0.27669,0.274,0.27929,0.27832999999999997,0.28343,0.29372,0.29776,0.28443999999999997,0.27941,0.27365,0.27437999999999996,0.25634
2023-01-09,0.25012999999999996,0.23937999999999998,0.23528,0.21441,0.21811999999999998,0.24406999999999998,0.28213,0.33499999999999996,0.355,0.35216,0.33413,0.33577999999999997,0.31599999999999995,0.31706999999999996,0.31396999999999997,0.32623,0.33704,0.34926999999999997,0.35718,0.34524,0.33551,0.31393,0.307,0.28331
2023-01-10,0.28101,0.27171999999999996,0.27015,0.26532999999999995,0.27061,0.28359999999999996,0.31313,0.33099999999999996,0.395,0.397,0.33852,0.3226,0.31625,0.31667999999999996,0.32041,0.32092,0.31511,0.32289999999999996,0.31974,0.3051,0.29781,0.2769,0.257,0.21796
