date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009500309,0.030006567,0.050437232,0.059406173,0.055793482,0.049276377,0.023855267,0.001473828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016705404,0.065590634,0.064468417,0.036565553,0.027181581,0.041812631,0.051255861,0.002527155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01234438,0.035753576,0.048947741,0.050861639,0.046502586,0.072067916,0.057676873,0.002452056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98e-06,0.02206155,0.108309142,0.171470641,0.142419702,0.078532457,0.052269127,0.02237338,0.001919396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-05,0.033806816,0.122972053,0.202577225,0.237604649,0.209296762,0.137355892,0.045532098,0.002327344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28e-05,0.011338814,0.034062103,0.056870187,0.080149893,0.098354451,0.103913408,0.063662631,0.003815574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73e-05,0.016223465,0.042483167,0.066505218,0.086701201,0.092646971,0.090211531,0.062483338,0.004060966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39e-05,0.02040685,0.056443493,0.073232616,0.070525131,0.062076762,0.047123664,0.023411983,0.002608117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63e-05,0.010649629,0.031898018,0.059916316,0.072056841,0.054300512,0.030301366,0.009474064,0.000994415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015183,0.028025849,0.104688837,0.192636467,0.23683135,0.224138807,0.169264858,0.072090983,0.005551919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
