date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038445129,0.121558249,0.146853014,0.154602901,0.118594145,0.068180128,0.02489721,0.001567896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030030694,0.118900307,0.192174763,0.232046883,0.218663331,0.15884244,0.065810969,0.002367771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014071782,0.039068159,0.060924744,0.074895693,0.068918619,0.044432545,0.018645499,0.001302174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42e-06,0.038181996,0.12910761,0.195693859,0.22723089,0.213164158,0.15947656,0.070928144,0.003130552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89e-06,0.020996923,0.100211156,0.199538474,0.230817596,0.204849947,0.126553091,0.043659669,0.002173721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12e-05,0.017416407,0.04797221,0.074261992,0.082931394,0.076151466,0.05605636,0.027026588,0.002539936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32e-05,0.031507137,0.099679288,0.15171331,0.174075145,0.157239908,0.115961019,0.044505552,0.003207316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65e-05,0.007561608,0.023198929,0.037004359,0.043785119,0.04603806,0.040764526,0.039238745,0.004959067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12e-05,0.01032062,0.034061354,0.060612178,0.06505302,0.047597647,0.049088827,0.022337001,0.002029743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22e-05,0.010692798,0.028576592,0.044993454,0.060241296,0.07778512,0.093724843,0.070679769,0.006409457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000120886,0.012750081,0.032065543,0.060114594,0.104307903,0.144585705,0.127827075,0.076011845,0.006677805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000173698,0.014979853,0.037342323,0.049366505,0.052267788,0.047671884,0.034839874,0.019463251,0.003177148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000206918,0.011637976,0.02982733,0.058742641,0.079023223,0.080318922,0.067640548,0.044541903,0.00479037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000478258,0.035401031,0.076078729,0.080552744,0.079768334,0.067191121,0.04410995,0.052734723,0.00999722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000252901,0.01022974,0.025161571,0.038728877,0.045038508,0.048690644,0.042742321,0.03267954,0.005835106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000726447,0.046846439,0.139804254,0.216395839,0.243002787,0.22809914,0.181200152,0.099801289,0.013270848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000711326,0.041309285,0.13524624,0.231090296,0.266818556,0.255740261,0.202149132,0.110703162,0.014805499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000510896,0.019151824,0.044112898,0.059525045,0.072101667,0.070542967,0.053126366,0.029811661,0.006139369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000740373,0.038011788,0.11149554,0.128315076,0.105289701,0.09497735,0.07450377,0.038646151,0.007510776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000454677,0.010511298,0.026409845,0.041061938,0.051326565,0.051315524,0.040452211,0.024544704,0.005693661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000944765,0.021035551,0.052409266,0.085149581,0.105782857,0.103341169,0.098091198,0.060605625,0.012617352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001129149,0.021774995,0.053723014,0.091106714,0.138594385,0.174862029,0.168545424,0.111471698,0.023821183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001206372,0.020906107,0.050580186,0.079821281,0.101940157,0.1051799,0.084382535,0.046940793,0.011497468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00167134,0.025078194,0.075444137,0.14891253,0.236133319,0.2407475,0.206503171,0.12935144,0.029362432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002535309,0.045662688,0.091178002,0.131225706,0.182318906,0.192560844,0.152737363,0.063771457,0.011517527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000976116,0.014968493,0.039028107,0.054587943,0.064008246,0.052252527,0.042716441,0.035559012,0.02097626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004272649,0.079410646,0.179731215,0.249201798,0.277157863,0.262166646,0.211001498,0.131531374,0.033683303,8.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002036444,0.021673301,0.040931844,0.056342786,0.047674145,0.03841576,0.028212738,0.01130482,0.00193563,2.61e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002027915,0.027386998,0.090055157,0.151362104,0.151746722,0.130094901,0.089919274,0.050161716,0.017061471,5.98e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003632153,0.028072459,0.046726737,0.049703375,0.045649826,0.037709859,0.051952785,0.037756888,0.0117283,6.41e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
