date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017662129,0.055236197,0.095026521,0.133567788,0.136789677,0.096398501,0.030642077,0.001309998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014527731,0.038285413,0.055090275,0.064424672,0.056803187,0.03375985,0.013924357,0.000849167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00525684,0.013374436,0.014712476,0.015511205,0.022292148,0.020906305,0.010571432,0.001020423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26e-06,0.00990159,0.023474485,0.032843992,0.03575774,0.034234358,0.026362362,0.013001221,0.001070005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24e-06,0.010090476,0.029308248,0.046681915,0.056956231,0.057716767,0.04162656,0.018284306,0.001556626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95e-05,0.011020712,0.031222717,0.042603465,0.044972305,0.045875403,0.037080298,0.017517514,0.001479228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-05,0.008598514,0.024515856,0.035877063,0.043602435,0.043823448,0.033974194,0.015733002,0.001484893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32e-05,0.048510566,0.148665306,0.2177001,0.243681864,0.225758773,0.164709146,0.080971481,0.005606353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000114664,0.045562652,0.141342337,0.206193539,0.237180691,0.227941811,0.162074056,0.077546436,0.006270527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000139923,0.035563614,0.132707275,0.213728427,0.246424554,0.23007076,0.168436544,0.083086111,0.00696794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000136253,0.01411292,0.038794695,0.056926514,0.070426374,0.07792434,0.070216461,0.033902385,0.003967656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79e-05,0.010348818,0.036014714,0.077555983,0.136574018,0.146666941,0.106770895,0.05705927,0.00612715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000281215,0.03809079,0.084525572,0.076352475,0.067315167,0.065167161,0.047927373,0.025216364,0.004143712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000144932,0.009226004,0.028338914,0.041044281,0.043124345,0.029538875,0.020209875,0.023248407,0.005831803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000341898,0.01497613,0.038588459,0.057261163,0.072974637,0.078770692,0.063977169,0.03744519,0.006477514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000546513,0.047622115,0.129411359,0.168025618,0.147294005,0.119804348,0.09260971,0.030009148,0.004025637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000885577,0.056955855,0.155473794,0.22500539,0.255030365,0.24303764,0.192322611,0.106595434,0.015322597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000858857,0.039636311,0.119961217,0.174907105,0.195496334,0.193590482,0.149009879,0.070364536,0.010351893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
